% The first three columns are year, month and day. The remaining 12 columns are average windspeeds in knots at 12 locations in Ireland on that day.
% Start by using the 'loadtxt' function from numpy to read the data into an array.
69,1,28,5.21,3.96,3.83,nan,4.33,0.33,5.13,2.00,3.92,nan,4.83,9.13
0,1,29,9.75,6.54,6.00,6.17,8.87,3.25,9.92,6.63,8.92,8.83,12.58,13.62
0,1,30,15.16,17.29,12.79,10.58,18.16,nan,19.55,17.29,16.79,nan,26.30,31.54
69,1,31,10.50,11.67,9.25,7.33,11.00,4.17,12.29,6.50,11.38,9.00,15.71,23.63
69,2,1,18.58,19.79,12.75,10.54,18.05,7.62,15.29,10.21,13.17,12.00,21.84,24.41
69,2,2,17.08,10.58,14.96,8.46,8.79,4.67,11.50,7.00,9.71,8.83,18.91,25.66
69,2,3,10.92,9.83,11.21,3.25,7.54,1.38,8.92,5.46,3.83,4.42,14.79,13.21
69,2,4,5.17,2.54,6.63,2.50,5.17,1.13,6.75,4.83,5.04,nan,11.04,13.08
69,2,5,7.50,10.58,5.25,4.58,11.42,6.25,10.79,11.71,8.46,13.62,22.29,23.63
69,2,6,21.50,18.38,15.50,13.42,nan,9.13,17.50,12.67,16.25,9.83,22.75,17.50
69,2,7,20.71,19.00,19.92,13.83,14.04,8.50,16.08,12.25,12.38,12.46,24.62,27.00
69,2,8,11.46,nan,11.58,8.38,6.75,4.50,11.71,5.00,9.59,6.42,14.12,21.25
69,2,9,11.63,1.96,12.12,6.42,5.79,2.50,9.67,3.42,6.71,7.67,9.33,20.12
0,2,10,12.75,6.17,6.79,2.67,11.58,1.54,8.67,5.91,5.41,4.42,12.54,12.83
69,2,11,24.75,15.34,14.71,16.25,21.59,11.46,17.58,18.63,18.21,19.33,24.25,25.17
69,2,12,18.54,14.00,17.33,8.17,13.04,4.58,12.17,8.96,8.83,8.29,14.71,17.83
69,2,13,13.08,nan,15.83,6.50,8.29,2.25,8.08,5.46,7.29,nan,7.04,15.41
69,2,14,15.71,10.58,12.92,6.46,10.54,4.75,7.08,5.66,8.04,10.25,18.75,20.30
0,2,15,12.71,8.04,14.17,nan,6.42,0.87,6.34,4.50,3.63,2.92,6.25,12.92
69,2,16,13.59,8.38,12.87,3.46,9.54,1.21,4.58,2.79,2.75,4.08,5.88,10.37
69,2,17,8.04,4.25,6.83,1.33,3.17,0.04,4.08,0.25,0.96,1.96,6.67,12.96
69,2,18,20.08,14.92,19.41,7.33,12.58,6.21,10.88,8.75,8.42,8.17,10.21,15.75
69,2,19,27.79,23.58,29.83,17.00,24.25,17.92,27.71,21.92,22.04,17.71,23.67,38.20
0,2,20,14.37,14.04,32.71,13.62,18.58,13.21,21.67,17.75,16.13,17.88,22.79,33.63
69,2,21,14.21,15.12,22.92,8.63,18.38,10.13,14.29,15.83,14.04,15.41,20.21,26.25
69,2,22,14.92,12.75,19.38,10.92,12.04,11.54,17.21,16.38,nan,14.67,nan,34.05
69,2,23,11.12,13.67,9.87,6.34,11.58,8.00,8.25,10.41,8.96,10.50,12.25,18.58
0,2,24,5.50,4.12,5.29,1.87,6.58,2.42,5.91,8.33,6.50,8.08,11.12,18.38
69,2,25,0.67,nan,4.17,nan,4.88,0.21,nan,2.79,1.54,5.21,2.54,13.21
69,2,26,4.50,4.21,11.71,3.25,6.63,3.25,4.92,3.92,5.50,4.21,4.75,8.00
69,2,27,10.75,7.29,15.75,5.79,8.00,3.50,6.38,6.38,5.71,5.09,7.38,11.58
0,2,28,10.50,10.83,16.33,7.17,11.38,4.75,12.46,7.75,7.62,9.59,9.00,22.75
69,3,1,9.00,nan,13.33,nan,8.92,4.04,8.67,6.50,7.17,5.66,6.34,9.25
0,3,2,9.08,7.46,nan,6.13,7.12,2.92,7.62,4.54,5.29,5.75,4.21,4.75
69,3,3,10.79,6.83,20.54,7.29,6.34,2.54,6.83,2.50,4.08,3.17,4.92,5.88
69,3,4,12.58,9.08,22.25,7.62,10.67,6.08,11.21,8.54,8.83,6.92,7.71,7.50
69,3,5,16.46,7.62,15.29,4.75,8.12,6.17,7.17,7.58,9.92,6.67,9.29,10.17
69,3,6,7.96,3.04,7.87,2.21,5.13,0.71,2.62,nan,3.92,3.54,4.83,4.17
0,3,7,2.92,nan,4.46,1.67,4.21,0.25,1.08,1.87,0.75,2.46,3.92,7.46
69,3,8,2.29,7.21,6.17,1.54,5.04,1.42,7.96,4.71,4.25,5.91,9.79,17.71
69,3,9,9.83,10.41,7.00,4.75,10.34,3.83,9.00,10.34,9.50,8.58,13.33,17.12
69,3,10,10.13,nan,12.50,4.92,10.34,3.71,3.92,10.13,7.41,nan,12.87,20.83
0,3,11,16.21,11.87,12.54,5.91,12.21,6.38,8.50,13.00,10.75,9.71,15.34,21.67
0,3,12,9.29,8.92,12.04,7.83,11.21,6.04,11.58,14.79,12.00,13.46,17.04,29.17
69,3,13,6.00,2.92,14.71,6.92,10.04,6.96,15.34,11.63,11.00,12.17,nan,33.66
69,3,14,7.12,3.96,4.00,2.29,8.08,1.71,5.33,6.75,5.13,nan,11.00,21.46
69,3,15,13.08,12.92,9.92,5.04,9.00,4.96,5.75,7.83,7.38,6.04,8.08,16.33
69,3,16,21.12,17.62,18.66,11.25,14.88,9.21,16.17,18.75,16.29,15.71,18.05,30.71
0,3,17,21.46,15.37,nan,12.00,14.29,11.54,15.00,18.46,17.79,13.96,17.58,31.58
69,3,18,9.38,4.50,nan,11.12,11.67,10.88,14.67,20.00,16.33,14.62,17.00,37.99
69,3,19,2.92,7.83,5.79,4.42,6.79,3.00,7.33,8.00,nan,nan,10.34,19.95
0,3,20,6.87,11.04,7.71,4.96,8.96,5.50,4.08,6.38,5.58,7.79,10.54,18.84
69,3,21,16.00,16.38,12.71,7.62,14.92,9.96,9.50,12.50,8.42,10.50,12.75,18.16
69,3,22,16.25,14.88,17.79,9.00,14.00,9.25,14.92,12.00,12.71,12.08,14.54,19.70
69,3,23,7.62,5.54,12.83,4.92,6.13,2.62,9.75,4.96,7.38,4.00,7.41,8.33
69,3,24,3.58,2.83,8.38,5.04,4.58,1.75,nan,2.75,3.21,4.79,4.92,12.83
69,3,25,7.41,4.38,15.29,5.46,5.63,1.75,6.50,3.83,3.33,2.75,7.12,4.96
69,3,26,6.21,3.00,14.46,4.88,4.88,2.33,5.37,2.67,4.08,2.92,4.29,nan
69,3,27,8.17,4.63,13.25,4.25,4.12,1.04,5.33,1.96,3.21,2.04,nan,nan
0,3,28,6.34,4.88,5.50,2.67,7.79,2.42,10.54,6.13,6.79,6.79,nan,nan
69,3,29,11.08,10.58,7.67,7.25,14.75,5.96,13.17,9.79,12.08,9.13,13.59,19.25
69,3,30,12.87,13.50,10.54,9.92,15.83,8.54,14.54,nan,13.54,11.63,12.38,14.92
69,3,31,22.34,16.46,16.08,11.83,22.17,9.75,18.50,9.42,14.54,12.67,11.83,16.62
0,4,1,12.79,9.79,11.34,7.08,9.08,4.33,9.42,7.46,8.04,10.75,8.67,16.54
0,4,2,5.75,3.46,6.42,3.42,4.50,0.29,5.46,3.29,2.62,2.21,8.67,10.21
69,4,3,4.17,3.21,3.04,1.63,4.33,0.29,4.96,nan,1.17,3.17,12.29,11.00
69,4,4,5.75,2.88,12.29,3.21,4.63,1.17,3.42,1.50,1.58,1.54,nan,4.63
0,4,5,11.21,3.79,16.92,5.91,7.29,4.88,7.87,5.33,nan,5.25,7.50,7.83
0,4,6,18.66,5.37,18.38,6.21,9.42,7.41,13.75,nan,13.62,8.92,11.29,14.29
69,4,7,12.62,1.63,8.17,3.71,6.79,2.58,6.38,5.33,8.17,6.54,6.71,nan
69,4,8,7.46,11.83,6.38,6.96,11.63,7.46,5.04,10.17,9.13,10.83,22.08,18.54
69,4,9,16.29,9.25,16.13,9.71,8.33,nan,14.37,nan,8.58,9.59,11.12,13.75
69,4,10,6.50,5.83,8.38,4.50,6.75,4.08,9.59,7.75,8.87,7.71,10.34,13.00
69,4,11,22.88,20.62,18.12,12.12,22.88,12.25,17.62,15.12,17.83,11.71,22.50,21.50
69,4,12,24.75,20.75,16.50,15.00,22.13,12.08,19.04,14.83,17.37,14.29,20.33,27.67
69,4,13,11.63,6.46,7.96,6.54,11.08,5.00,9.96,7.92,10.04,8.54,9.62,10.17
0,4,14,13.62,11.17,9.04,11.25,19.79,10.17,14.50,14.88,15.12,11.46,15.37,nan
69,4,15,18.16,12.38,11.54,11.83,17.00,9.75,nan,11.75,16.50,12.08,14.04,17.96
69,4,16,7.41,6.83,5.83,4.88,6.71,3.13,9.87,3.79,9.13,8.96,7.25,13.83
69,4,17,8.04,5.83,9.75,3.08,6.34,2.25,3.71,3.37,4.50,2.88,5.50,9.38
69,4,18,7.83,10.46,11.21,5.63,9.38,4.67,8.67,5.33,7.12,6.29,6.46,13.88
0,4,19,16.33,14.21,8.71,5.88,14.33,6.25,6.92,8.75,8.54,10.50,11.63,15.92
69,4,20,15.87,15.59,11.38,6.58,14.29,7.17,7.41,9.79,8.29,8.38,11.92,19.00
69,4,21,13.33,12.04,15.34,7.71,13.00,7.71,12.83,13.13,10.08,nan,19.62,32.05
69,4,22,21.00,13.79,14.75,12.42,17.54,10.13,12.71,12.21,15.29,13.08,17.04,17.25
69,4,23,10.04,8.21,11.50,nan,8.96,5.04,8.67,7.83,9.00,8.75,12.71,10.37
69,4,24,20.08,16.71,nan,9.50,14.96,7.96,9.25,8.96,8.50,5.75,10.25,6.83
69,4,25,14.62,13.29,15.75,7.58,15.96,8.12,14.29,11.54,13.62,13.29,15.21,11.42
69,4,26,9.79,12.92,7.17,4.75,11.71,3.54,4.17,5.88,6.71,6.13,10.83,10.25
69,4,27,13.83,13.83,9.42,8.12,15.50,6.38,10.25,10.34,13.17,10.25,15.92,15.16
69,4,28,16.75,13.62,8.00,7.58,13.70,6.25,6.17,8.25,7.75,7.75,12.50,7.38
69,4,29,6.00,4.25,nan,3.96,5.63,0.71,4.71,4.46,4.83,6.71,9.04,13.75
69,4,30,4.58,3.08,4.29,3.83,5.50,0.33,3.33,3.33,3.04,4.63,5.13,9.67
69,5,1,5.41,2.96,6.21,2.29,nan,0.63,4.08,1.33,3.29,4.54,6.13,9.54
69,5,2,13.08,3.75,nan,5.88,6.04,nan,11.38,7.96,9.54,9.25,7.92,20.62
69,5,3,8.08,4.67,5.58,3.79,6.50,2.00,5.71,3.29,3.46,6.50,5.33,27.88
69,5,4,5.25,6.42,6.25,2.58,3.71,0.33,4.08,1.33,2.88,2.71,3.29,13.33
69,5,5,6.46,8.08,2.29,1.67,6.79,0.29,2.83,1.96,2.00,5.04,4.88,4.46
0,5,6,5.13,4.46,7.46,1.71,5.29,0.96,2.04,1.83,1.83,2.29,5.09,16.04
69,5,7,5.83,5.79,9.71,2.71,7.29,1.33,nan,4.50,2.13,4.08,10.00,6.79
0,5,8,4.08,5.96,8.33,4.08,nan,2.54,6.87,3.96,5.41,4.42,9.87,4.08
69,5,9,13.13,10.96,11.34,6.79,12.46,6.63,9.42,6.46,9.87,5.83,nan,10.00
69,5,10,14.29,13.88,nan,7.87,13.33,nan,8.58,11.83,9.79,9.29,15.92,13.88
69,5,11,8.04,9.83,12.12,3.67,8.21,3.92,2.29,8.00,3.96,4.50,14.88,8.83
69,5,12,8.42,10.88,6.83,5.00,9.00,5.25,5.66,6.58,5.29,5.46,7.75,10.34
69,5,13,6.34,5.71,8.87,4.71,6.58,3.96,5.46,5.41,4.21,7.17,11.12,11.29
0,5,14,9.04,11.54,11.67,6.92,9.79,5.04,7.54,8.54,5.75,6.42,16.08,7.62
69,5,15,7.00,7.92,7.71,3.88,7.25,3.75,4.21,6.08,2.58,3.63,9.13,5.71
0,5,16,12.67,7.67,9.38,7.67,11.38,7.96,10.29,7.50,nan,7.04,9.75,7.08
0,5,17,12.67,12.75,9.75,6.75,11.58,6.87,6.71,6.17,6.25,8.71,12.08,15.04
69,5,18,15.09,11.46,11.12,8.58,11.83,9.17,12.46,8.46,10.08,11.96,13.00,19.58
69,5,19,5.00,5.13,6.21,4.17,6.38,3.17,3.92,1.79,4.42,5.41,6.04,nan
0,5,20,7.87,6.63,7.67,3.50,9.83,5.71,1.96,4.46,2.92,2.33,nan,8.58
69,5,21,3.54,5.21,5.50,2.75,4.46,1.38,4.17,2.04,1.63,2.13,5.09,5.41
0,5,22,12.75,8.54,8.58,2.67,8.58,4.71,3.25,4.12,3.63,4.21,5.96,8.42
69,5,23,15.79,10.96,15.96,nan,12.50,12.62,7.96,11.38,11.12,10.34,11.83,17.41
69,5,24,11.17,7.54,9.17,nan,11.34,10.25,9.96,7.41,11.58,13.29,12.75,21.79
69,5,25,11.38,7.62,10.13,6.83,8.96,9.42,nan,6.38,nan,8.00,8.46,13.42
69,5,26,8.92,10.13,8.12,4.29,6.00,4.08,5.17,2.88,nan,3.79,6.38,12.00
0,5,27,13.70,12.96,8.79,6.50,13.17,10.46,7.62,8.21,8.38,8.75,10.92,13.54
69,5,28,11.83,8.75,9.54,5.83,10.67,7.71,6.79,4.88,6.96,3.96,9.04,12.96
0,5,29,5.83,5.13,11.92,6.21,8.12,8.87,8.29,9.38,9.33,6.75,11.67,10.79
69,5,30,13.62,7.58,12.71,7.58,9.17,8.92,8.42,10.17,9.00,10.58,13.62,11.92
69,5,31,10.58,5.33,7.62,6.54,8.38,5.88,6.63,4.04,6.17,7.46,7.08,9.54
69,6,1,4.46,5.13,6.54,2.50,5.17,2.62,4.71,2.17,4.25,4.33,6.13,8.79
69,6,2,12.83,12.71,11.92,6.34,12.29,10.00,9.62,9.25,9.42,7.46,14.83,11.63
69,6,3,14.17,7.46,10.63,7.21,11.63,9.59,8.58,8.38,nan,7.58,nan,9.54
69,6,4,6.58,nan,12.00,2.62,nan,3.71,3.42,nan,4.17,3.13,7.12,10.34
69,6,5,4.96,4.38,7.58,2.62,4.83,6.25,2.96,3.75,3.37,3.50,9.17,9.79
0,6,6,2.50,4.21,nan,0.71,2.25,2.67,0.21,4.08,0.50,1.83,13.54,8.21
69,6,7,2.17,3.79,2.75,2.42,3.67,3.33,4.42,3.50,1.17,2.17,9.62,4.46
69,6,8,6.46,3.46,nan,3.25,2.71,3.71,2.88,2.62,4.38,3.33,5.29,2.21
0,6,9,11.00,3.83,15.71,4.04,nan,6.46,3.75,3.79,nan,4.29,9.21,5.71
69,6,10,12.58,5.33,16.58,5.58,7.29,9.04,6.50,4.75,6.96,3.04,7.58,6.67
69,6,11,5.04,4.25,11.21,3.88,5.25,5.41,3.29,1.29,nan,2.04,3.83,3.96
69,6,12,4.42,2.88,4.12,2.54,4.42,3.63,2.92,2.62,2.79,2.92,6.46,nan
69,6,13,9.59,6.96,7.71,3.83,6.00,4.04,3.79,3.92,2.92,2.17,5.79,5.09
69,6,14,7.92,8.12,8.42,4.00,7.71,6.50,4.63,3.54,7.41,5.96,5.71,nan
69,6,15,15.34,15.71,11.92,8.96,12.46,12.54,10.46,8.04,10.54,11.75,11.96,20.67
0,6,16,21.96,16.83,10.88,9.33,16.50,13.42,10.37,10.46,9.75,nan,12.87,14.21
69,6,17,15.79,16.17,13.37,10.37,15.79,nan,11.29,11.00,11.58,13.46,11.42,18.05
69,6,18,11.21,14.79,8.87,7.12,14.29,11.96,8.29,8.46,9.79,7.41,16.25,11.96
69,6,19,14.37,14.96,12.33,8.29,12.42,12.00,13.42,8.83,11.17,9.46,12.46,11.63
0,6,20,18.34,nan,12.00,9.25,15.75,nan,nan,10.08,12.08,8.50,16.17,13.21
69,6,21,11.96,11.54,13.37,nan,12.25,13.13,9.38,6.50,9.42,8.92,8.29,16.83
69,6,22,9.17,8.50,10.67,5.00,7.67,7.33,4.17,5.66,5.41,5.79,10.25,13.04
69,6,23,3.46,4.38,5.37,nan,nan,3.42,3.63,3.54,1.71,2.92,9.38,9.59
0,6,24,6.29,6.29,7.17,3.08,6.71,7.00,nan,4.67,5.33,4.38,10.34,9.87
69,6,25,9.29,8.08,10.08,4.38,6.71,6.00,5.71,4.21,5.17,3.46,8.17,12.71
69,6,26,12.62,13.79,13.04,8.63,13.33,11.29,9.83,11.67,11.75,11.38,19.58,21.54
69,6,27,9.67,7.54,7.75,6.75,10.63,7.92,9.54,9.33,8.92,9.92,15.09,18.21
69,6,28,4.96,5.50,7.00,3.67,5.50,3.63,5.37,6.17,4.21,4.00,14.33,12.71
69,6,29,6.04,7.12,8.29,4.00,5.58,4.46,5.96,10.29,5.83,8.38,19.29,14.67
69,6,30,5.66,8.50,7.83,2.71,7.46,5.46,6.25,9.75,8.71,7.87,15.46,10.92
69,7,1,7.67,5.21,12.33,4.54,nan,6.71,7.92,9.25,9.87,7.79,16.54,14.29
0,7,2,5.54,6.92,4.63,4.58,7.38,4.46,6.00,3.75,6.96,6.79,9.46,13.04
69,7,3,6.79,4.42,7.38,3.46,5.00,nan,4.21,4.96,3.92,nan,14.83,15.46
69,7,4,10.13,9.83,10.41,5.37,12.38,9.96,12.96,11.79,12.42,12.87,19.08,26.08
0,7,5,8.08,7.46,nan,nan,10.17,7.54,9.17,8.42,9.96,8.71,16.25,20.08
69,7,6,13.25,9.75,6.29,5.88,12.17,6.50,7.08,8.08,9.50,8.58,14.46,17.00
69,7,7,17.88,10.25,12.67,9.00,14.42,nan,12.21,7.75,12.04,10.71,14.17,nan
0,7,8,12.62,6.42,nan,6.83,10.17,7.50,8.17,6.29,8.96,9.75,10.37,nan
69,7,9,7.46,4.83,5.17,4.54,8.67,5.04,7.62,4.83,7.79,6.08,nan,nan
69,7,10,7.92,4.29,7.12,5.63,10.67,8.38,nan,6.13,10.67,8.38,14.29,20.50
69,7,11,7.38,5.71,6.96,6.83,11.71,8.54,13.92,8.79,12.62,8.46,16.88,24.54
0,7,12,6.71,3.46,6.83,nan,7.75,6.04,8.92,4.83,9.67,7.00,14.67,nan
69,7,13,4.04,5.33,3.58,2.92,4.33,2.13,6.67,2.37,4.29,3.67,8.75,11.12
69,7,14,3.88,5.83,3.96,4.50,6.87,7.12,2.42,4.08,5.33,4.63,nan,8.21
69,7,15,8.63,nan,3.13,4.25,7.67,5.04,3.71,3.63,4.08,3.75,5.88,7.62
69,7,16,11.42,10.34,8.12,6.38,12.12,7.50,9.00,8.50,9.13,8.33,13.04,15.75
0,7,17,10.37,9.59,9.00,4.75,7.67,4.83,7.87,5.88,8.17,5.71,12.00,18.91
0,7,18,18.84,18.54,16.29,8.50,14.75,11.42,12.25,nan,11.87,nan,24.41,20.04
69,7,19,12.33,12.50,14.50,7.83,14.21,10.37,16.25,10.21,15.21,12.21,17.46,21.62
69,7,20,9.13,9.92,10.79,4.83,8.04,6.92,9.59,10.96,10.41,9.00,17.79,17.16
69,7,21,10.63,12.62,13.21,5.91,8.42,8.50,8.00,11.67,9.13,10.34,19.62,17.58
69,7,22,12.83,10.21,13.17,6.87,7.21,8.04,10.71,7.50,8.46,9.46,13.96,14.62
69,7,23,4.50,5.66,6.46,2.37,6.75,4.33,3.50,5.50,nan,6.63,10.41,12.58
69,7,24,5.37,6.25,7.21,2.62,2.71,1.71,2.71,2.50,2.21,1.83,8.42,6.46
69,7,25,11.46,15.67,10.63,8.17,13.50,10.67,7.96,10.37,9.71,11.71,22.37,nan
69,7,26,7.17,5.25,8.71,3.37,4.33,nan,1.50,2.54,2.62,1.96,9.92,5.58
69,7,27,6.00,10.46,8.00,4.25,8.21,nan,4.71,5.88,4.54,7.21,15.25,14.88
69,7,28,11.87,8.83,6.54,4.04,9.42,4.79,3.42,2.71,6.17,4.63,6.58,5.66
69,7,29,9.96,10.50,9.21,5.04,10.71,5.46,8.42,5.04,7.58,4.50,13.13,13.17
69,7,30,14.12,17.79,9.54,7.33,13.79,10.04,7.21,11.29,9.08,10.83,21.67,17.67
69,7,31,11.08,14.54,7.92,7.08,12.79,9.25,7.04,9.38,9.13,10.83,12.83,13.70
0,8,1,10.13,6.50,4.29,3.33,10.04,5.54,2.50,4.71,3.50,3.92,6.50,10.96
69,8,2,10.54,6.63,9.00,3.96,6.34,4.92,6.63,3.25,6.96,5.91,8.83,10.25
69,8,3,14.37,14.83,11.50,5.29,12.33,8.04,8.00,6.96,8.42,8.17,13.70,10.46
0,8,4,14.37,16.21,13.54,9.59,14.88,11.04,9.59,10.25,nan,13.62,22.00,16.83
69,8,5,12.29,11.25,11.58,6.25,12.50,9.08,7.12,9.50,nan,11.00,18.25,18.66
69,8,6,10.04,nan,6.54,5.66,11.71,7.33,5.63,7.33,6.92,7.54,13.37,11.87
69,8,7,12.17,nan,11.38,nan,16.25,9.79,8.21,8.54,10.92,11.25,16.88,19.50
69,8,8,8.33,9.92,8.17,5.71,8.42,5.79,nan,7.54,6.13,4.92,13.33,14.17
0,8,9,4.54,8.96,5.17,2.37,3.08,1.29,1.54,3.46,2.58,1.42,10.46,3.63
69,8,10,9.46,nan,7.67,5.33,nan,5.58,nan,5.54,5.50,4.00,9.67,10.00
69,8,11,10.67,9.08,7.96,5.37,12.25,7.67,6.17,10.92,9.25,10.83,22.13,21.71
69,8,12,14.92,4.75,15.59,6.71,8.92,5.79,7.21,3.79,7.46,5.96,7.58,11.67
69,8,13,8.67,2.79,6.58,3.00,2.50,3.33,2.79,1.50,3.88,1.21,1.58,4.88
0,8,14,3.67,7.17,4.50,1.00,3.29,0.63,2.42,1.00,1.63,1.13,3.71,8.58
69,8,15,4.54,3.67,2.92,0.83,2.04,1.54,0.71,3.75,1.29,1.21,5.46,2.50
69,8,16,8.04,3.88,5.00,3.21,3.46,3.13,3.50,1.58,3.92,4.25,5.88,7.79
69,8,17,9.04,10.13,8.00,3.83,5.17,5.00,3.96,5.88,4.33,5.75,17.71,12.46
69,8,18,8.38,8.46,9.21,3.71,7.92,5.09,4.92,7.46,6.92,8.21,16.08,12.46
69,8,19,12.87,11.42,9.75,5.79,14.25,nan,10.08,7.96,11.00,10.08,19.75,18.46
69,8,20,16.38,14.92,nan,10.04,17.50,10.71,13.59,11.96,13.33,13.25,18.54,19.62
69,8,21,16.42,9.79,9.46,9.04,11.00,8.54,10.21,6.38,10.41,12.17,11.42,19.46
69,8,22,15.54,10.75,10.75,8.33,11.96,8.12,10.79,6.92,11.08,10.96,14.50,22.37
69,8,23,16.79,9.96,11.17,8.92,10.41,7.33,9.54,5.29,8.71,10.21,9.17,16.92
0,8,24,8.96,9.29,8.46,4.42,9.59,nan,7.87,6.13,7.25,7.71,13.70,14.33
0,8,25,20.08,10.50,12.21,6.87,12.58,8.58,12.17,8.75,11.71,11.12,14.62,20.62
69,8,26,19.58,12.83,13.08,9.83,16.08,10.46,15.79,12.04,14.71,14.00,15.00,19.55
0,8,27,18.63,9.33,11.00,8.46,13.08,nan,13.00,8.46,12.21,13.88,11.79,20.75
69,8,28,18.21,8.96,11.00,7.62,nan,8.25,8.92,6.92,9.42,8.29,11.96,13.00
69,8,29,7.96,7.17,9.04,5.09,6.96,4.04,5.91,4.54,4.83,6.34,5.29,10.29
69,8,30,8.83,4.88,5.66,3.17,nan,2.96,5.21,4.38,4.50,7.33,4.54,8.42
0,8,31,4.17,7.08,13.50,nan,6.67,4.71,4.12,4.67,4.75,6.17,7.12,13.00
69,9,1,5.79,8.08,15.21,4.04,5.91,3.71,6.34,4.21,4.38,5.13,8.92,11.38
0,9,2,3.37,nan,11.79,3.83,5.54,2.79,2.08,2.54,2.75,1.92,5.79,6.58
69,9,3,8.04,4.25,14.09,4.33,6.13,2.50,3.83,2.29,3.46,3.71,2.96,9.25
69,9,4,4.71,4.21,4.92,3.54,5.17,1.25,3.50,1.50,2.62,3.50,6.42,nan
0,9,5,5.96,3.33,6.08,3.00,6.63,1.87,4.92,2.17,nan,4.42,5.63,11.04
69,9,6,3.17,1.00,10.58,nan,4.33,1.08,2.17,nan,0.83,0.13,nan,6.00
69,9,7,1.50,1.25,5.63,1.08,3.21,1.33,2.42,3.33,1.33,1.96,11.79,7.25
69,9,8,5.96,7.50,5.83,2.13,5.09,2.92,nan,7.08,3.13,5.83,12.38,12.38
69,9,9,16.50,15.63,12.67,8.63,14.83,10.04,10.04,nan,10.41,13.00,18.12,20.71
0,9,10,12.17,4.96,11.58,5.21,6.75,2.62,5.25,3.33,3.04,3.46,6.54,11.17
69,9,11,11.87,5.63,6.87,3.00,4.50,3.46,6.83,2.88,4.54,4.04,4.79,11.75
69,9,12,7.58,7.87,4.54,2.04,6.71,3.25,1.92,6.34,3.17,3.25,13.21,9.62
69,9,13,5.25,3.04,nan,2.25,3.58,1.25,3.25,2.37,2.42,1.96,4.96,nan
69,9,14,4.25,3.33,14.83,3.50,6.25,5.29,9.21,8.25,6.71,5.25,7.41,13.29
69,9,15,5.58,3.63,14.12,3.08,6.00,4.71,6.92,7.29,7.33,nan,7.38,12.00
0,9,16,10.71,nan,10.54,4.29,11.83,6.29,7.71,10.29,8.67,6.04,11.25,18.05
